step	semantic_branch_name	runtime_name	env_name	should_we_do_it
UPDATE_DOCUMENTATION	app	local	stg	
UPDATE_DOCUMENTATION	app	local	prd	
UPDATE_DOCUMENTATION	app	ci	devops	
UPDATE_DOCUMENTATION	app	ci	sbx	
UPDATE_DOCUMENTATION	app	ci	tst	
UPDATE_DOCUMENTATION	app	ci	stg	
UPDATE_DOCUMENTATION	app	ci	prd	
UPDATE_DOCUMENTATION	release	local	devops	
UPDATE_DOCUMENTATION	release	local	sbx	
UPDATE_DOCUMENTATION	release	local	tst	
UPDATE_DOCUMENTATION	release	local	stg	
UPDATE_DOCUMENTATION	release	local	prd	
UPDATE_DOCUMENTATION	release	ci	devops	
UPDATE_DOCUMENTATION	release	ci	sbx	
UPDATE_DOCUMENTATION	release	ci	tst	
UPDATE_DOCUMENTATION	release	ci	stg	
UPDATE_DOCUMENTATION	release	ci	prd	
UPDATE_DOCUMENTATION	cleanup	local	devops	
UPDATE_DOCUMENTATION	cleanup	local	sbx	
UPDATE_DOCUMENTATION	cleanup	local	tst	
UPDATE_DOCUMENTATION	cleanup	local	stg	
UPDATE_DOCUMENTATION	cleanup	local	prd	
UPDATE_DOCUMENTATION	cleanup	ci	devops	
UPDATE_DOCUMENTATION	cleanup	ci	sbx	
UPDATE_DOCUMENTATION	cleanup	ci	tst	
UPDATE_DOCUMENTATION	cleanup	ci	stg	
UPDATE_DOCUMENTATION	cleanup	ci	prd	
DEPLOY_CDK_STACK	main	local	devops	
DEPLOY_CDK_STACK	main	local	sbx	
DEPLOY_CDK_STACK	main	local	tst	
DEPLOY_CDK_STACK	main	local	stg	
DEPLOY_CDK_STACK	main	local	prd	
DEPLOY_CDK_STACK	main	ci	devops	
DEPLOY_CDK_STACK	main	ci	sbx	
DEPLOY_CDK_STACK	main	ci	tst	
DEPLOY_CDK_STACK	main	ci	stg	
DEPLOY_CDK_STACK	main	ci	prd	
DEPLOY_CDK_STACK	feature	local	devops	
DEPLOY_CDK_STACK	feature	local	sbx	
DEPLOY_CDK_STACK	feature	local	tst	
DEPLOY_CDK_STACK	feature	local	stg	
DEPLOY_CDK_STACK	feature	local	prd	
DEPLOY_CDK_STACK	feature	ci	devops	
DEPLOY_CDK_STACK	feature	ci	sbx	
DEPLOY_CDK_STACK	feature	ci	tst	
DEPLOY_CDK_STACK	feature	ci	stg	
DEPLOY_CDK_STACK	feature	ci	prd	
DEPLOY_CDK_STACK	fix	local	devops	
DEPLOY_CDK_STACK	fix	local	sbx	
DEPLOY_CDK_STACK	fix	local	tst	
DEPLOY_CDK_STACK	fix	local	stg	
DEPLOY_CDK_STACK	fix	local	prd	
DEPLOY_CDK_STACK	fix	ci	devops	
DEPLOY_CDK_STACK	fix	ci	sbx	
DEPLOY_CDK_STACK	fix	ci	tst	
DEPLOY_CDK_STACK	fix	ci	stg	
DEPLOY_CDK_STACK	fix	ci	prd	
DEPLOY_CDK_STACK	doc	local	devops	
DEPLOY_CDK_STACK	doc	local	sbx	
DEPLOY_CDK_STACK	doc	local	tst	
DEPLOY_CDK_STACK	doc	local	stg	
DEPLOY_CDK_STACK	doc	local	prd	
DEPLOY_CDK_STACK	doc	ci	devops	
DEPLOY_CDK_STACK	doc	ci	sbx	
